Writer,Content,Date,Like,Tag,Comments,Url
shyoungmedia,하객반응 폭발이였던 👏🏻 특별한 신부입장 : 아빠랑 왈츠💃 디즈니 영화같은 신부입장곡 추천🫶🏻 👉🏻 So this is love : Waltz (신데렐라OST),9-26,205,[],2,https://www.tiktok.com/@shyoungmedia/video/7283001270862925063?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,문과1등이랑 같이 노래방가면 안되는 이유.......,2020-12-23,43.8K,"['#이과1등', '#노래방', '#개그', '#상황극']",745,https://www.tiktok.com/@no.1media/video/6909355008517491970?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,뚱녀>미소녀 변화,3-11,19.9K,"['#다이어트', '#추천', '#몸변화']",110,https://www.tiktok.com/@jasonmedia6969/video/7209147408670854402?q=%EB%AF%B8%EB%94%94%EC%96%B4
shyoungmedia,결혼식 혼인서약서에 소환사의 협곡 등장?! 유쾌하고 센스가득한 특별한 혼인서약,6일 전,32,"['#웨딩dvd', '#본식dvd', '#본식영상']",0,https://www.tiktok.com/@shyoungmedia/video/7306300885318094098?q=%EB%AF%B8%EB%94%94%EC%96%B4
tukmedia,,11-3,343,"['#턱미디어', '#여행', '#베트남', '#vietnam', '#동남아']",33,https://www.tiktok.com/@tukmedia/video/7297246897662725377?q=%EB%AF%B8%EB%94%94%EC%96%B4
shimdaram,당신이 다람에 대해 몰랐던 사실,2021-11-18,58.8K,['#소개합니다'],333,https://www.tiktok.com/@shimdaram/video/7031803492666707201?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,고등랩퍼 이과1등 실제 지원영상ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ초대박,2021-4-24,9421,['#1등미디어'],72,https://www.tiktok.com/@no.1media/video/6954634676791151873?q=%EB%AF%B8%EB%94%94%EC%96%B4
pingdolmovies,"핑크돌고래 바오-4,",2022-1-24,59.4K,"['#pinkdolphinmedia', '#만두', '#bao', '#디즈니', '#disney', '#픽사', '#pixar', '#중국']",655,https://www.tiktok.com/@pingdolmovies/video/7056603833153244418?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,이것만 알면 경상도사투리 끝납니다!!! 꼭 따라해보세여ㅋㅋㅋㅋㅋㅋ,2021-7-30,16.8K,"['#1등미디어', '#개그', '#comedy', '#상황극']",109,https://www.tiktok.com/@no.1media/video/6990589925070572801?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,임마vs점마vs금마 도대체 이게 무슨차이야ㅋㅋㅋㅋㅋ경상도사투리파헤치기!!!!!!!!,2022-6-2,17K,['#틱톡comedy'],132,https://www.tiktok.com/@no.1media/video/7104546031706131713?q=%EB%AF%B8%EB%94%94%EC%96%B4
tukmedia,,4-1,20.3K,"['#턱미디어', '#웃긴영상', '#포르쉐', '#여친', '#커플', '#서프라이즈', '#카이엔']",193,https://www.tiktok.com/@tukmedia/video/7216984845124144402?q=%EB%AF%B8%EB%94%94%EC%96%B4
bam_bread,아르누보를 좋아하는 사람이면 꼭 가야하는,10-16,26.2K,[],22,https://www.tiktok.com/@bam_bread/video/7290551907926494472?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,보고 따라하지 마라,9-26,2699,['#유리'],32,https://www.tiktok.com/@jasonmedia6969/video/7282969823942855943?q=%EB%AF%B8%EB%94%94%EC%96%B4
jkmagickorea,형 미어켓을 만난 곳은?,8-8,321,"['#형', '#미어켓', '#튜토리얼', '#알려주기', '#review', '#tutorial', '#추천']",9,https://www.tiktok.com/@jkmagickorea/video/7264855041935199495?q=%EB%AF%B8%EB%94%94%EC%96%B4
arenaya2023,김승희 김건희? #정치#경제#일류#일분뉴스#일분류스#이슈#정부#윤석열#김건희#명품#양재택#코바나컨텐츠#주가조작#양다리#특검#디올#최재영#서울의소리#김건희#김승희#PPT#PT#제보,16시간 전,1355,['#정치#경제#일류#일분뉴스#일분류스#이슈#정부#윤석열#김건희#명품#양재택#코바나컨텐츠#주가조작#양다리#특검#디올#최재영#서울의소리#김건희#김승희#PPT#PT#제보'],246,https://www.tiktok.com/@arenaya2023/video/7308373801622916354?q=%EB%AF%B8%EB%94%94%EC%96%B4
choidaeri_,대리의,9-17,1051,['#대신가드립니다'],8,https://www.tiktok.com/@choidaeri_/video/7279442541596953857?q=%EB%AF%B8%EB%94%94%EC%96%B4
yeongyu2249,"2022 대한민국 1인 미디어 대전(부산 벡스코)에 오셔서, 유명한 크리에이터 분들 만날 사람?!",2022-8-3,2297,"['#틱톡순삭', '#1인미디어대전']",31,https://www.tiktok.com/@yeongyu2249/video/7127565529237212418?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,초성게임을 문과1등이랑 절대 붙으면 안되는 이유ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-2-2,125K,[],3285,https://www.tiktok.com/@no.1media/video/6924528822947810562?q=%EB%AF%B8%EB%94%94%EC%96%B4
ivedive1201._.wy,질투하는 체리토끼 장원영,2022-8-13,83.3K,"['#아이브', '#장원영', '#뮤직뱅크', '#mc', '#은행장', '#뮤뱅', '#220812']",466,https://www.tiktok.com/@ivedive1201._.wy/video/7131197774057590017?q=%EB%AF%B8%EB%94%94%EC%96%B4
bunhong_bam,★유튜브 - 분홍밤★,2020-2-8,41.9K,"['#샌즈', '#메갈로바니아', '#megalovania', '#windows', '#error', '#音mad']",1023,https://www.tiktok.com/@bunhong_bam/video/6790812498359487746?q=%EB%AF%B8%EB%94%94%EC%96%B4
shyoungmedia,"특별한 순간, 신부 아빠의 가슴 따뜻한 덕담💕 신부의 아버지께서 전한 따뜻한 덕담이 신부의 마음을 감동으로 가득 채웠습니다. 그 감동의 순간이 눈물로 담긴 웨딩 영상",9-18,479,[],10,https://www.tiktok.com/@shyoungmedia/video/7279987256104881426?q=%EB%AF%B8%EB%94%94%EC%96%B4
h.evx,인증 57~58인 거 같아요,15시간 전,5,[],3,https://www.tiktok.com/@h.evx/video/7308392120774135048?q=%EB%AF%B8%EB%94%94%EC%96%B4
bj_ssak3,,8-30,221K,"['#틱톡파트너크리에이터_BJ싹쓰리', '#틱톡크리에이터_BJ싹쓰리', '#필터크리에이터_BJ싹쓰리']",571,https://www.tiktok.com/@bj_ssak3/video/7272886436389539074?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,끝말잇기 대결 문과1등vs이과1등ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ레전드,2021-1-5,67.6K,[],628,https://www.tiktok.com/@no.1media/video/6914158734520487169?q=%EB%AF%B8%EB%94%94%EC%96%B4
shyoungmedia,신부입장곡 추천 포레스텔라 Angel 신부입장 양재at센터 at포레,5일 전,96,"['#웨딩dvd', '#본식dvd', '#본식영상', '#결혼영상']",6,https://www.tiktok.com/@shyoungmedia/video/7306728911684029703?q=%EB%AF%B8%EB%94%94%EC%96%B4
mediabunker1,베트맨 김어준,8-18,19,"['#김어준', '#유밀희']",0,https://www.tiktok.com/@mediabunker1/video/7268586595933064450?q=%EB%AF%B8%EB%94%94%EC%96%B4
kusf_yw,스포츠미디어 교육 첫 실습..! . . . .,9-22,4,"['#kusf', '#대학스포츠', '#틱톡스포츠', '#스포츠마케팅', '#스포츠미디어']",0,https://www.tiktok.com/@kusf_yw/video/7281499088913190152?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,복싱 배운 여자,2022-12-31,50.9K,"['#복싱', '#여자', '#킥복싱']",303,https://www.tiktok.com/@jasonmedia6969/video/7183202676375571713?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,영역표시,2-15,13.8K,"['#마커', '#커플', '#연애']",45,https://www.tiktok.com/@jasonmedia6969/video/7200244815613709569?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,일본 지하철 레전드,9-26,2966,[],113,https://www.tiktok.com/@jasonmedia6969/video/7282971268041788680?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,게 다리 빨 때 조심하자,9-25,3682,['#먹방'],64,https://www.tiktok.com/@jasonmedia6969/video/7282662583738338578?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,고기 처음으로 먹는 채식 주의자들 반응,9-25,9308,['#비건화장품'],110,https://www.tiktok.com/@jasonmedia6969/video/7282664473783962887?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,이과1등 초꿀팁!!! 배스킨라빈스31 게임 100퍼센트 이기는법ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-2-1,37.7K,[],237,https://www.tiktok.com/@no.1media/video/6924164985337810178?q=%EB%AF%B8%EB%94%94%EC%96%B4
withyb0220,🩶🤎💨,11-19,0,"['#KUSF', '#틱톡스포츠', '#대학스포츠', '#미디어러너', '#쿠스프미디어']",0,https://www.tiktok.com/@withyb0220/video/7303133539766258946?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,이과1등이 데이트하고 계산하는 방식... 이런 계산기!!!!!,2020-12-30,5353,"['#틱톡개그', '#틱톡코미디', '#꽁트', '#개그', '#소개팅']",36,https://www.tiktok.com/@no.1media/video/6911928165887757570?q=%EB%AF%B8%EB%94%94%EC%96%B4
xinchaotamday2,Lần đầu được phỏng vấn nhiều du học Việt tại Hàn Phần 1,8-10,1671,"['#duhoc', '#duhocsinh', '#hanquoc', '#duhocsinhhanquoc']",15,https://www.tiktok.com/@xinchaotamday2/video/7265687715700673810?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,인도 장 시원하게 뚫어주는 마사지,9-28,1657,[],3,https://www.tiktok.com/@jasonmedia6969/video/7283763721678212370?q=%EB%AF%B8%EB%94%94%EC%96%B4
pancake_11120525,[],7-11,1719,"['#텐쇼인에이치발닦개', '#앙스타', '#あんスタ']",0,https://www.tiktok.com/@pancake_11120525/video/7254491959148940546?q=%EB%AF%B8%EB%94%94%EC%96%B4
sinsang.sister,속보‼️ 서울에 오로라 출현🌌,9-10,1551,"['#핫플추천', '#서울', '#동대문ddp', '#오로라', '#틱톡크리에이터아카데미']",59,https://www.tiktok.com/@sinsang.sister/video/7276993526137720082?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,카렌 레스토랑,1-4,32.1K,"['#카렌', '#추천', '#음식점']",228,https://www.tiktok.com/@jasonmedia6969/video/7184645875686264065?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,200kg 뺀 레전드 몸 변화,1-12,44.6K,"['#추천', '#다이어트']",517,https://www.tiktok.com/@jasonmedia6969/video/7187708302824852737?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,머리가 굳어버린 남자,10-14,9300,[],65,https://www.tiktok.com/@jasonmedia6969/video/7289773962458959122?q=%EB%AF%B8%EB%94%94%EC%96%B4
pelangia4,Safe Fligh Jisoo,1시간 전,1111,"['#Jisoo', '#blackpink', '#airport']",8,https://www.tiktok.com/@pelangia4/video/7308605801940258054?q=%EB%AF%B8%EB%94%94%EC%96%B4
mediabunker1,강서병 한정애의원 강서구청장선거 지원유세,10-5,149,"['#한정애국회의원', '#지인찾기']",11,https://www.tiktok.com/@mediabunker1/video/7286345854988963074?q=%EB%AF%B8%EB%94%94%EC%96%B4
newzvibe,"새폰은 좋지만, 카톡이 날아가는 건 싫어😭",2020-8-4,80.9K,"['#꿀팁', '#틱톡쌤', '#틱톡교실', '#카톡꿀팁']",869,https://www.tiktok.com/@newzvibe/video/6857048282720374017?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,현재 망한 세르비아,11-1,5611,"['#괴담', '#공포']",58,https://www.tiktok.com/@jasonmedia6969/video/7296477028965043474?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,계란 맞는 중국 셀럽 ㄷㄷ,3-2,7809,"['#중국', '#계란']",68,https://www.tiktok.com/@jasonmedia6969/video/7205879423575313666?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,이렇게 먹어도 살이 안 찐다고요?,9-26,1067,['#다이어트'],42,https://www.tiktok.com/@jasonmedia6969/video/7282969820511866119?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,이거 들으면 서울대법대 갑니다!!! 문과1등이 부르는 1등Go 따라불러보세요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-6-14,3698,[],68,https://www.tiktok.com/@no.1media/video/6973512833136905473?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,흔한남매랑 실제로 통화를 한다면!!!!!ㅋㅋㅋㅋㅋㅋ진짜 이럴듯ㅋㅋㅋㅋㅋㅋ,2022-6-17,1316,"['#코미디', '#꽁트', '#1등미디어']",10,https://www.tiktok.com/@no.1media/video/7110033864852098305?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,롤러코스터 타는 잼민이들,9-26,11.8K,[],124,https://www.tiktok.com/@jasonmedia6969/video/7282974506438741266?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,교환학생에게 벌어진 일,10-14,4790,[],53,https://www.tiktok.com/@jasonmedia6969/video/7289772933768056082?q=%EB%AF%B8%EB%94%94%EC%96%B4
the_showgang,찌리리리댕댕💨,2022-10-29,26.4K,"['#파트너크리에이터', '#라이징히어로']",201,https://www.tiktok.com/@the_showgang/video/7159838323811421442?q=%EB%AF%B8%EB%94%94%EC%96%B4
success_penguin,무료강의 <팔로워 2달만에 1만명 모으기>는 프로필링크에서,11-2,239,[],7,https://www.tiktok.com/@success_penguin/video/7296867654466424065?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,집 앞 마당에 개구리 120만 마리 푼 사람 ㄷㄷ,2-9,82.7K,['#층집'],1152,https://www.tiktok.com/@jasonmedia6969/video/7198005003225664769?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,2014년도 대한민국을 떠들썩하게 만들었던 웃찾사 테니스ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ테니스1등,2021-3-22,3736,[],56,https://www.tiktok.com/@no.1media/video/6942352216611147010?q=%EB%AF%B8%EB%94%94%EC%96%B4
mediabunker1,팀이재명 티셔츠 전국 릴레이 챌린지,8-18,60,['#팀이재명'],13,https://www.tiktok.com/@mediabunker1/video/7268587613844409601?q=%EB%AF%B8%EB%94%94%EC%96%B4
bugchigo_vocaloid,카이토🍦,8-12,4237,"['#보컬로이드', '#보카로', '#카이토']",121,https://www.tiktok.com/@bugchigo_vocaloid/video/7266265552966946050?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,중국의 사망률 1위 조각상?,9-28,3941,[],56,https://www.tiktok.com/@jasonmedia6969/video/7283763719119686920?q=%EB%AF%B8%EB%94%94%EC%96%B4
user2346708818173,애초에 뉴스는 이딴거 제보하라고 하는 곳이 아니에요 똥계도 그렇고 이제 애온만 주구장창 뜨겠네요 뉴스는 정치 관련이나 사회 관련 카테고리를 다루는 곳이지 게임 다루는 트위치가 아니라고요 ㅈㅂ 아무리 장난이여도 요렇게 제보하는 건 도움도 안돼요,8-19,5805,[],337,https://www.tiktok.com/@user2346708818173/video/7268820080941747464?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,문과1등끼리 끝말잇기를 한다면!?! 끝말잇기 끝판대장ㅋㅋㅋㅋㅋㅋ,2021-7-20,33.4K,"['#개그', '#틱톡상황극', '#comedy']",254,https://www.tiktok.com/@no.1media/video/6986920247626435842?q=%EB%AF%B8%EB%94%94%EC%96%B4
krazybunny75,,10-19,7344,"['#fyp', '#meme', '#today', '#news', '#oodt', '#뉴스']",153,https://www.tiktok.com/@krazybunny75/video/7288446705828154632?q=%EB%AF%B8%EB%94%94%EC%96%B4
roadtown_cover,🇰🇷한국어로 YOASOBI - 아이돌(アイドル) 다부른다고??,7-1,1550,"['#최애의아이', '#アイドル', '#틱톡뮤직', '#파트너크리에이터']",18,https://www.tiktok.com/@roadtown_cover/video/7250770541173361921?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,딸이 실종됐습니다,2-24,38.9K,"['#실종', '#사고', '#실화']",364,https://www.tiktok.com/@jasonmedia6969/video/7203603991169666306?q=%EB%AF%B8%EB%94%94%EC%96%B4
dodo.tving,ㅋㅋㅋㅋㅋㅋ 소수점 뭐임??,2021-7-7,7544,"['#쌈디', '#사이먼도미닉', '#스튜디오와플', '#예능레전드', '#추천']",31,https://www.tiktok.com/@dodo.tving/video/6981847736530423041?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,정신 못 차리는 잼미니들,9-28,4060,[],15,https://www.tiktok.com/@jasonmedia6969/video/7283763718465391890?q=%EB%AF%B8%EB%94%94%EC%96%B4
hi_linhalie,He talks and asks about fans like a friend. So sweet and warm🤍the way he responds to his fans is always the most prestigious award in my heart that he has achieved 🤍,18시간 전,499,[],2,https://www.tiktok.com/@hi_linhalie/video/7308348457058602242?q=%EB%AF%B8%EB%94%94%EC%96%B4
today_soccer,효민도 질색했던 황의조의 수법,11-22,53,[],6,https://www.tiktok.com/@today_soccer/video/7304165930207022337?q=%EB%AF%B8%EB%94%94%EC%96%B4
r4ut5o_,最高のアーティストへ 自分の夢を叶えていくtreasureは最高に かっこいいよ,19시간 전,138,['#treasure_yg'],5,https://www.tiktok.com/@r4ut5o_/video/7308338165847280898?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,한국계 혼혈 여성의 아버지를 찾습니다,1주 전,2841,[],18,https://www.tiktok.com/@jasonmedia6969/video/7305732409914297618?q=%EB%AF%B8%EB%94%94%EC%96%B4
the_golden_maknae_,Jimin ngrecokin bontot bae😂 Taehyung diakhir cool bet,17시간 전,498,"['#Jungkook', '#fypシ']",0,https://www.tiktok.com/@the_golden_maknae_/video/7308368604007910662?q=%EB%AF%B8%EB%94%94%EC%96%B4
efocusnews,,2022-12-26,2086,"['#이포커스', '#이슈', '#뉴스', '#사고', '#사회', '#송중기', '#송중기여친', '#송중기열애', '#케이티', '#재벌집막내아들']",58,https://www.tiktok.com/@efocusnews/video/7181388833093586178?q=%EB%AF%B8%EB%94%94%EC%96%B4
withyb0220,,10-13,0,"['#KUSF', '#틱톡스포츠', '#대학스포츠', '#러너']",0,https://www.tiktok.com/@withyb0220/video/7289448685082053889?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,식용 분필?,10-12,2425,[],41,https://www.tiktok.com/@jasonmedia6969/video/7289054041156357394?q=%EB%AF%B8%EB%94%94%EC%96%B4
geniusdog4,허벅지가 두꺼우면 오래산다,9-3,2893,[],44,https://www.tiktok.com/@geniusdog4/video/7272280737204784386?q=%EB%AF%B8%EB%94%94%EC%96%B4
ikukkiiuuiuk,디씨힙갤 유저가 제보해서 지금 뉴스 방송사에서 난리난 노엘 ㅋㅋㅋㅌㅌㅋㅋ 제보자 양홍원 개웃기네 ㅋㅋ,1-16,12.5K,[],218,https://www.tiktok.com/@ikukkiiuuiuk/video/7189257200198536450?q=%EB%AF%B8%EB%94%94%EC%96%B4
kindpark,님에게 회신,2021-8-28,1598,"['#갤럭시스마트폰', '#갤럭시꿀팁', '#화면녹화하는법', '#틱톡쌤', '#틱톡교실']",166,https://www.tiktok.com/@kindpark/video/7001127014925077761?q=%EB%AF%B8%EB%94%94%EC%96%B4
no.1media,레전드 소울리스 좌 [문과버전] 개신박하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022-6-21,3370,"['#1등미디어', '#티타남', '#소울리스좌']",34,https://www.tiktok.com/@no.1media/video/7111576930813578498?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,에어팟 컷,2-19,23.9K,"['#에어팟', '#헤어컷', '#바버']",407,https://www.tiktok.com/@jasonmedia6969/video/7201718899660819713?q=%EB%AF%B8%EB%94%94%EC%96%B4
koktv_official,[,2022-11-15,54K,"['#이상형', '#쌉춘기플로우', '#김봄', '#이채원', '#남사친', '#여사친']",239,https://www.tiktok.com/@koktv_official/video/7166072782042696961?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,현재 마이크 타이슨 수준 ㄷㄷ,1-2,2744,['#복싱하는남자'],61,https://www.tiktok.com/@jasonmedia6969/video/7183854139846282498?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,타이슨이 알려 주는 복싱,9-27,1420,['#타이슨'],43,https://www.tiktok.com/@jasonmedia6969/video/7283337082561432840?q=%EB%AF%B8%EB%94%94%EC%96%B4
kiraku_japan,"DJ soda의 논란으로 일본에서 주의 하자는 이슈가 뜨자, 트위터에서는 한국의 여성에대한 비.난.과 지적을 하여 이슈거리를 만들고 있다. 이게 과연 맞는것인가?",8-16,239,[],29,https://www.tiktok.com/@kiraku_japan/video/7267758572061117698?q=%EB%AF%B8%EB%94%94%EC%96%B4
mediabunker1,"이재명 등장, 감동의 장면.",8-18,1770,"['#이재명', '#팀이재명']",442,https://www.tiktok.com/@mediabunker1/video/7268588570451971329?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,천재 아티스트가 구현한 성경 속 천사,1-3,30.5K,['#성경'],478,https://www.tiktok.com/@jasonmedia6969/video/7184278004863094017?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,호주인의 극한 미국생존기,1-8,24.2K,"['#미국생존', '#추천']",125,https://www.tiktok.com/@jasonmedia6969/video/7186129427388976385?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,동물원에 들어간 미친 남자,2-8,4597,"['#동물원', '#실화']",69,https://www.tiktok.com/@jasonmedia6969/video/7197651167806000386?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,편도결석,11-10,8284,[],79,https://www.tiktok.com/@jasonmedia6969/video/7299796807926779144?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,현대 미술,11-8,1836,['#예술'],6,https://www.tiktok.com/@jasonmedia6969/video/7299008318763257095?q=%EB%AF%B8%EB%94%94%EC%96%B4
snoozebuttom,미래의 헌국은?,2022-9-25,108.1K,"['#에듀톡', '#꿀잼']",2080,https://www.tiktok.com/@snoozebuttom/video/7147217300444286209?q=%EB%AF%B8%EB%94%94%EC%96%B4
juwoon__,,2022-11-8,762,['#프롬프터챌린지'],44,https://www.tiktok.com/@juwoon__/video/7163606658759920898?q=%EB%AF%B8%EB%94%94%EC%96%B4
arenaya2023,황당한 사건입니다 #정치#경제#일류#일분뉴스#일분류스#이슈#정수기#필터#방문#관리원#이자연#홈캠#양원보#물티슈,11-22,1542,['#정치#경제#일류#일분뉴스#일분류스#이슈#정수기#필터#방문#관리원#이자연#홈캠#양원보#물티슈'],272,https://www.tiktok.com/@arenaya2023/video/7304149439873043713?q=%EB%AF%B8%EB%94%94%EC%96%B4
tokkimedia,모텔 가자고 했을때 반응 ㅋㅋㅋ 20대부터 70대까지 ㅋㅋㅋㅋㅋㅋ,2022-9-23,22.7K,"['#모텔', '#모텔가자', '#모텔갈래', '#하자', '#반응']",133,https://www.tiktok.com/@tokkimedia/video/7146435712416566529?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,아프리카 노동자 힘 수준,10-10,1685,[],31,https://www.tiktok.com/@jasonmedia6969/video/7288331587861630216?q=%EB%AF%B8%EB%94%94%EC%96%B4
jadega_98,여러분들이 궁금해 하시던 전자음성 가져오는법! 참 쉽쥬?!,2020-7-4,10.9K,"['#튜토리얼', '#전자음성', '#추천', '#영상편집', '#3남매']",66,https://www.tiktok.com/@jadega_98/video/6845558121104968961?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,중국 인플루언서,1주 전,233,[],3,https://www.tiktok.com/@jasonmedia6969/video/7305731974897945864?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,싸움 말리는 선생님의 미친 스킬,2-19,1755,"['#싸움', '#학교']",25,https://www.tiktok.com/@jasonmedia6969/video/7201718626460732674?q=%EB%AF%B8%EB%94%94%EC%96%B4
jasonmedia6969,아이쇼 스피드,10-12,4357,[],6,https://www.tiktok.com/@jasonmedia6969/video/7289053725694364936?q=%EB%AF%B8%EB%94%94%EC%96%B4
